LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
EFBFWJMZ8I,49,16147,194236,356,41,1,23.7,36,0.19,PhD,Full-time,Divorced,Yes,Yes,Auto,No,1
E1G126Y2JA,21,15145,218928,748,80,1,7.3,48,0.67,Master's,Unemployed,Married,No,Yes,Business,Yes,1
AUZGD4OSSW,47,36803,111853,477,16,2,12.87,60,0.63,PhD,Unemployed,Married,No,Yes,Auto,Yes,1
PG5P9N6PBL,35,35562,78637,671,50,1,24.51,48,0.62,Master's,Full-time,Married,Yes,No,Home,Yes,1
L00HYUD1IW,41,116181,24103,356,24,2,19.89,48,0.56,Bachelor's,Full-time,Divorced,No,No,Home,Yes,1
DXIKXSKUB6,64,114565,246794,309,82,1,16.74,36,0.42,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
AB4HQISJK4,22,55262,214429,368,81,2,21.35,12,0.59,High School,Unemployed,Single,Yes,Yes,Home,Yes,1
P761U2Y6S5,22,111839,56988,825,56,4,22.01,48,0.46,High School,Full-time,Single,No,No,Other,No,1
7VLNEAPZWI,36,139784,235977,485,28,4,23.23,60,0.7,Master's,Full-time,Single,Yes,No,Education,No,1
LX4KXMFM3R,25,107145,50382,391,106,2,24.26,12,0.1,Master's,Full-time,Married,Yes,No,Auto,No,1
0ZBAARATKP,44,115753,106595,697,23,1,22.93,48,0.8,PhD,Self-employed,Single,Yes,No,Home,No,1
YFX5QE7WI9,22,72442,120849,484,35,1,21.1,60,0.81,PhD,Unemployed,Married,No,No,Education,No,1
64R19TYLHE,20,95780,24067,540,6,4,24.75,48,0.82,Master's,Self-employed,Divorced,No,Yes,Education,No,1
PXK37U3XS8,19,40832,6130,778,21,4,16.07,24,0.77,High School,Self-employed,Married,Yes,Yes,Auto,Yes,1
7YS9DZ312J,50,66123,12140,523,50,2,10.53,48,0.48,Master's,Full-time,Divorced,No,Yes,Auto,No,1
5FS9TA6SC9,34,148607,175443,436,88,1,19.1,60,0.37,High School,Self-employed,Single,No,Yes,Home,No,1
0SFIN1RV8W,44,89293,14300,849,60,4,16.68,48,0.21,Bachelor's,Full-time,Married,No,Yes,Other,Yes,1
G9O4WH0MG8,22,107201,249427,750,34,1,22.26,36,0.72,Master's,Part-time,Single,No,Yes,Home,No,1
9SNYZ2M90M,26,146366,41904,552,22,2,22.12,36,0.19,High School,Self-employed,Divorced,Yes,No,Auto,Yes,1
U9QG89YJIZ,44,92583,179609,533,16,2,2.51,36,0.49,High School,Self-employed,Divorced,No,Yes,Education,No,1
ALSDGBBCD3,18,16347,166352,368,81,4,22.58,24,0.21,High School,Self-employed,Single,No,Yes,Business,Yes,1
AS533K6RBN,26,109286,24156,424,61,3,23.18,24,0.44,Bachelor's,Part-time,Divorced,No,No,Business,No,1
AZDBQIQBUS,23,101116,244245,445,27,2,19.28,60,0.13,Master's,Part-time,Single,Yes,No,Business,No,1
2UTS5CAO10,22,23832,242810,530,106,3,6.12,12,0.49,Bachelor's,Self-employed,Married,Yes,No,Home,No,1
YE5HRCZ10G,25,25142,205813,333,119,4,4.68,60,0.67,Bachelor's,Full-time,Single,No,Yes,Home,No,1
H5FNVF5U53,18,146315,122696,392,38,3,23.91,24,0.35,Master's,Unemployed,Married,Yes,No,Business,No,1
O4DRDEFZAM,41,34207,198417,643,4,3,21.72,48,0.5,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,1
7WGISW2AQU,40,35187,151301,473,16,1,11.98,36,0.67,Bachelor's,Full-time,Single,No,No,Other,No,1
XQHMESUAM5,20,67954,49123,479,57,4,16.27,36,0.17,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,1
5DG6NV9JDN,48,121844,208869,821,45,3,5.94,12,0.49,Master's,Unemployed,Married,Yes,No,Education,No,1
I02REW1VNN,48,125121,135083,550,0,2,22.32,12,0.81,Bachelor's,Self-employed,Divorced,No,No,Other,No,1
H6OEAJAZQ9,26,108395,241882,547,51,4,20.78,36,0.87,Master's,Full-time,Single,No,Yes,Auto,No,1
JHW1QOLYFQ,28,69592,22892,758,61,4,18.35,12,0.66,Bachelor's,Unemployed,Single,No,No,Other,No,1
UQHBIBWYT1,62,83634,103365,465,22,4,12.2,12,0.56,Master's,Part-time,Divorced,Yes,No,Other,No,1
NGGL5AQALT,40,60550,145202,714,23,1,15.66,36,0.11,High School,Full-time,Married,No,No,Auto,No,1
715TBP7OQ7,37,145802,215319,596,42,4,14.35,12,0.69,High School,Self-employed,Married,Yes,No,Auto,No,1
305FT523JV,34,103533,216857,709,0,4,4.19,24,0.67,High School,Full-time,Married,Yes,Yes,Education,Yes,1
HZKPCO9CO4,24,116486,178508,581,26,2,22.26,60,0.77,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
LHHDB4SEYS,45,42971,152073,475,13,2,19.23,12,0.78,Bachelor's,Self-employed,Married,No,No,Education,No,1
A8CPHB1OYH,29,26107,213054,329,79,2,15.8,24,0.24,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
EUZWGKAA8T,34,72621,127608,667,25,3,17.7,60,0.32,High School,Self-employed,Single,Yes,Yes,Auto,No,1
XYIY8G9EK4,37,128353,85354,824,41,2,16.12,60,0.49,PhD,Part-time,Divorced,Yes,No,Auto,No,1
O983A9V164,42,77625,191993,578,105,4,6.2,48,0.12,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1
60WJDDB3YT,21,37757,187817,504,52,3,12.89,48,0.22,PhD,Unemployed,Divorced,Yes,Yes,Home,No,1
KGXYK7I2S1,37,69031,118751,313,6,4,14.5,36,0.86,High School,Full-time,Divorced,Yes,Yes,Education,Yes,1
RNJ1AA62N4,48,57133,104484,355,31,1,24.67,12,0.34,High School,Unemployed,Single,Yes,No,Auto,No,1
KM463UGHQ9,60,135915,23141,309,81,1,16.27,12,0.64,High School,Unemployed,Divorced,No,Yes,Business,No,1
9Y96L4THJX,23,119397,138705,458,80,4,5.76,48,0.24,Bachelor's,Unemployed,Single,No,Yes,Other,No,1
E18T1YYSAG,46,20404,234653,678,102,3,18.54,12,0.29,Master's,Self-employed,Married,Yes,No,Education,No,1
SFX4UR2C1J,37,68083,218802,307,37,3,15.82,36,0.65,High School,Full-time,Married,Yes,No,Business,No,1
KC02JLMNQA,51,99194,195302,816,4,3,11.58,36,0.87,High School,Self-employed,Married,Yes,No,Education,Yes,1
XF8D6JFT5N,34,46261,222833,407,69,4,8.51,12,0.35,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
VU9QKAJUV0,23,80579,214556,554,48,2,14.94,36,0.81,PhD,Unemployed,Married,Yes,No,Auto,No,1
R00URT8OL0,23,28615,195483,799,107,4,22.32,60,0.63,High School,Unemployed,Divorced,No,Yes,Auto,No,1
ZN2QEW3CM5,24,47778,81753,324,24,1,22.88,24,0.49,PhD,Self-employed,Single,Yes,No,Home,No,1
RNL3M38CEW,20,32489,115013,347,38,2,20.84,12,0.49,High School,Full-time,Single,Yes,Yes,Home,No,1
8WNVH62X88,30,97694,244735,564,63,2,16.43,12,0.34,High School,Self-employed,Married,No,Yes,Education,Yes,1
KY4GAY1K9P,52,17792,152108,365,55,3,5.57,36,0.57,PhD,Unemployed,Divorced,No,No,Business,No,1
7ORKQ1A6QR,44,109723,108862,714,34,2,5.17,48,0.24,Master's,Self-employed,Single,Yes,No,Business,No,1
1OFS8EVZK2,39,68129,147090,499,33,1,22.0,24,0.77,Master's,Self-employed,Single,No,No,Business,Yes,1
MKYNBA4019,56,37526,94222,520,10,4,24.71,48,0.76,PhD,Part-time,Single,Yes,No,Auto,Yes,1
KZKMY4Z36H,52,86446,168075,485,64,1,15.56,60,0.36,PhD,Self-employed,Married,No,No,Auto,Yes,1
GARLYKDRTM,29,35661,206338,572,3,4,6.22,36,0.8,Bachelor's,Unemployed,Divorced,No,No,Other,No,1
WD4O0KXTF4,34,25077,96193,724,59,4,15.9,60,0.41,PhD,Part-time,Married,Yes,Yes,Education,No,1
NQH1DRBPKY,42,63797,44195,658,0,3,9.14,24,0.6,PhD,Part-time,Single,Yes,No,Other,Yes,1
QOORUT3PT9,30,113090,42820,405,39,2,22.3,12,0.3,Bachelor's,Part-time,Single,No,No,Business,No,1
MILXDI7QWZ,18,44507,166245,526,49,2,22.95,12,0.75,PhD,Unemployed,Divorced,Yes,Yes,Business,No,1
GUZGWE8JRI,48,124716,226737,802,36,1,23.93,24,0.23,High School,Unemployed,Divorced,No,No,Home,Yes,1
D1D7SXM0VF,27,114675,179427,422,7,2,11.64,24,0.71,PhD,Full-time,Divorced,No,No,Business,No,1
5TDRJYNIDU,21,147956,104685,381,16,3,4.25,60,0.51,PhD,Self-employed,Married,No,Yes,Education,No,1
BELNOH2EIT,22,63395,124587,382,67,4,19.19,24,0.77,Master's,Unemployed,Single,Yes,No,Education,No,1
NEDHGHJ5PP,36,15235,146860,672,19,4,5.22,48,0.59,High School,Self-employed,Married,Yes,Yes,Other,No,1
V9LOFQB6AX,28,24677,157867,586,79,2,3.12,60,0.85,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
YD2N0ZYDUE,63,120333,146214,845,38,1,13.02,24,0.16,PhD,Full-time,Single,No,No,Education,No,1
QHL7QCH2PF,48,123112,205262,483,76,4,20.59,24,0.26,Master's,Unemployed,Married,No,Yes,Education,Yes,1
7OUDM9TEHQ,25,95543,97011,453,111,4,21.66,12,0.65,High School,Part-time,Married,No,No,Other,No,1
4SJB4CUS1G,39,53034,56557,652,74,4,22.97,24,0.52,High School,Self-employed,Single,Yes,Yes,Business,Yes,1
GLKWS1CH2C,45,55196,68711,701,91,3,10.85,60,0.85,Master's,Part-time,Divorced,Yes,Yes,Auto,No,1
CVHNOMOKSM,63,32605,74837,453,59,4,15.55,12,0.8,High School,Full-time,Single,Yes,Yes,Business,Yes,1
06MJCILBL0,26,125781,52516,753,64,1,20.35,36,0.32,Bachelor's,Part-time,Single,No,Yes,Auto,No,1
OA8K978QP2,43,102866,247328,350,49,4,23.19,48,0.32,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1
9GR0O4QPK2,26,35072,222967,375,112,1,16.12,24,0.71,PhD,Self-employed,Married,Yes,Yes,Other,No,1
HB5G4GYW9Y,24,62870,244837,425,17,1,19.37,48,0.45,High School,Full-time,Single,Yes,No,Auto,Yes,1
OCRDGK8WHD,35,20983,40912,442,82,3,23.78,60,0.24,High School,Part-time,Single,No,No,Business,No,1
7DVYF2MIZK,25,18940,126006,409,49,4,16.51,12,0.22,Master's,Unemployed,Single,Yes,Yes,Education,No,1
PODY0L2PNX,37,20083,215160,619,48,4,21.94,60,0.43,Master's,Full-time,Divorced,No,No,Home,No,1
2HC5UNV310,33,18337,216471,751,27,3,14.44,12,0.58,High School,Full-time,Single,No,No,Home,No,1
W7CJN5UNC1,23,32336,80037,400,27,2,16.18,12,0.45,Master's,Unemployed,Divorced,No,Yes,Home,Yes,1
U2WZ3IC0DH,34,63156,95058,709,48,4,24.09,60,0.32,Master's,Self-employed,Divorced,No,No,Auto,Yes,1
YMDKXL7UU4,35,51974,136064,442,72,1,16.57,60,0.55,High School,Unemployed,Married,Yes,No,Other,Yes,1
8V672FAPF9,69,135187,6401,808,87,1,13.46,48,0.37,Master's,Full-time,Married,Yes,No,Auto,Yes,1
UF0T0OUH4Y,22,66895,240490,734,93,3,23.31,12,0.26,High School,Part-time,Married,No,No,Home,No,1
3UM0NWRPK4,52,106002,192875,423,25,3,13.97,12,0.89,Master's,Full-time,Single,No,No,Education,No,1
ZONTKNCFGX,29,85896,5359,442,42,2,10.22,36,0.4,Master's,Part-time,Single,Yes,Yes,Auto,No,1
K2WH2GFNIR,28,94403,65651,812,9,2,17.89,48,0.78,Master's,Self-employed,Married,Yes,Yes,Other,Yes,1
GA8S3ATXPM,45,21909,174753,575,38,3,11.48,36,0.67,High School,Self-employed,Single,No,No,Other,Yes,1
DY0ZF6H6MM,58,60294,243786,808,78,1,17.94,60,0.69,High School,Full-time,Divorced,No,No,Other,No,1
3YLY4921BT,48,139227,77230,357,40,3,21.38,12,0.11,High School,Unemployed,Divorced,Yes,No,Education,Yes,1
14T6DBQG0M,58,118191,97710,434,2,1,20.22,60,0.11,High School,Self-employed,Single,Yes,No,Home,No,1
GH218TD9Q3,36,71928,230482,627,116,3,14.41,48,0.7,High School,Self-employed,Single,No,Yes,Other,Yes,1
LMS4ZZ0QK3,21,79589,159950,631,37,2,12.16,12,0.82,Master's,Full-time,Single,No,Yes,Business,No,1
KQA3PBWD9Y,36,45925,248882,596,0,2,20.32,12,0.62,High School,Unemployed,Single,No,No,Auto,No,1
W836U74553,28,133958,214869,461,103,1,23.09,36,0.82,High School,Part-time,Married,Yes,No,Other,No,1
4KD1OZEK96,26,138038,117973,441,107,2,13.2,12,0.83,Bachelor's,Self-employed,Married,No,No,Education,No,1
3FLR9AML06,45,82611,228104,308,118,1,13.19,36,0.76,Bachelor's,Full-time,Married,No,No,Business,No,1
TFB24ZTOIH,23,124800,69479,402,30,3,10.37,36,0.24,Bachelor's,Part-time,Divorced,No,Yes,Business,No,1
1GTE4JSS03,27,92470,114477,456,71,2,14.74,60,0.37,Master's,Self-employed,Divorced,No,Yes,Home,No,1
FDTMI93E8Q,30,56875,182660,466,29,4,9.46,60,0.62,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
3Z5H5BKWKE,65,89445,46867,499,77,1,16.28,12,0.84,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,1
1MAPO4G1XX,47,38767,236209,561,40,4,14.19,12,0.76,High School,Self-employed,Single,Yes,Yes,Home,No,1
756EBGTLXF,53,96880,12551,418,116,3,15.47,60,0.79,PhD,Full-time,Single,No,No,Business,No,1
DECTAEONL3,60,131350,249873,647,16,2,15.5,12,0.72,High School,Self-employed,Married,No,Yes,Business,No,1
KJJU86012D,63,115057,23292,747,59,3,17.62,60,0.75,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,1
3KJUQXIV66,30,17949,84267,377,17,3,13.12,24,0.21,High School,Part-time,Divorced,Yes,No,Other,Yes,1
SPEC99U9QC,19,134661,80894,504,91,3,11.62,36,0.75,High School,Full-time,Divorced,No,No,Education,No,1
5RWVN1P6ON,27,40354,175042,479,39,1,4.25,48,0.49,High School,Full-time,Divorced,No,No,Other,No,1
YFVPZTWCM0,44,74757,224453,561,17,1,23.42,48,0.3,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,1
E10I9X2LS9,20,96290,20810,759,28,1,23.51,12,0.18,High School,Self-employed,Divorced,Yes,Yes,Home,No,1
TN58939TEJ,26,27623,221628,719,51,4,9.55,48,0.62,Bachelor's,Self-employed,Divorced,Yes,No,Business,Yes,1
AO1QNY2HD4,60,111131,11207,644,13,1,19.88,12,0.36,PhD,Unemployed,Divorced,Yes,No,Education,No,1
H7OB5HS4WF,45,28806,206386,682,110,2,22.63,48,0.35,High School,Self-employed,Divorced,Yes,No,Home,No,1
2K1H2UVWWB,30,27326,69688,490,28,2,7.62,60,0.87,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,1
XIFYLGV8N8,25,22093,126105,517,12,3,15.13,60,0.78,Bachelor's,Part-time,Married,No,Yes,Education,Yes,1
OOHGLK5F2I,68,105256,185792,434,75,1,15.94,36,0.14,High School,Self-employed,Divorced,No,Yes,Home,No,1
QUXTPQ9CBB,57,37126,247074,613,67,3,17.98,36,0.13,High School,Unemployed,Single,No,Yes,Auto,Yes,1
B3P2UREOK9,58,28499,175677,365,13,4,11.89,24,0.22,High School,Unemployed,Divorced,Yes,No,Education,Yes,1
4O79GX0CE6,26,37693,73451,754,20,3,10.99,60,0.68,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
ZGFVLJWBEK,32,43603,249665,350,1,3,16.86,12,0.84,PhD,Self-employed,Married,Yes,Yes,Auto,No,1
30UCLTCH09,46,23410,235233,624,48,3,18.13,36,0.41,Bachelor's,Full-time,Married,Yes,Yes,Auto,Yes,1
4CQMP09KLX,37,30588,232212,407,102,2,24.03,48,0.51,PhD,Full-time,Married,No,No,Auto,No,1
L1WB31GG97,38,127811,65450,490,42,2,20.71,36,0.6,High School,Part-time,Divorced,Yes,Yes,Home,Yes,1
YHCUFYE8XP,47,18296,202264,746,84,3,6.51,24,0.78,PhD,Full-time,Divorced,No,No,Education,No,1
5XVQHMSYW4,43,15994,44090,756,118,4,22.57,48,0.22,High School,Part-time,Married,Yes,Yes,Other,Yes,1
SFMF2JN7MQ,28,70931,207256,518,86,2,23.39,24,0.29,PhD,Part-time,Divorced,No,No,Auto,No,1
D8CJVRZ1YW,30,68885,176389,699,23,2,16.42,36,0.59,Master's,Self-employed,Divorced,Yes,No,Education,Yes,1
OLZRUK16J3,49,27448,225777,398,44,3,9.3,24,0.75,Bachelor's,Full-time,Divorced,Yes,No,Home,Yes,1
QG1A2MNN0U,68,122496,176434,574,4,2,12.32,24,0.72,Master's,Full-time,Divorced,No,Yes,Home,No,1
SOZ4AKRLEX,45,19544,21696,413,2,4,17.16,60,0.51,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,1
0FL5V0SDBA,41,141941,74105,742,39,4,14.05,24,0.78,PhD,Unemployed,Divorced,No,No,Education,Yes,1
LUPIBGB6UI,51,61146,140677,418,93,3,7.0,60,0.67,Bachelor's,Full-time,Single,No,No,Business,No,1
BBYUPT1RGC,38,38917,212095,317,110,1,13.14,12,0.7,Master's,Unemployed,Divorced,No,No,Auto,Yes,1
XWXW2TUDH9,50,88908,238129,514,106,3,9.92,12,0.42,High School,Unemployed,Divorced,Yes,No,Business,No,1
Q50I05IS4T,54,73969,197962,521,47,4,22.62,48,0.35,Master's,Unemployed,Single,No,Yes,Education,No,1
NM7PXNIV7U,27,48630,144284,311,82,1,15.67,12,0.67,PhD,Self-employed,Divorced,No,No,Home,Yes,1
DFXRIOD4A4,29,89245,172936,700,54,2,23.71,24,0.62,PhD,Full-time,Married,Yes,No,Other,Yes,1
EOFHGHBYA2,47,19831,34055,656,54,2,12.02,12,0.3,High School,Self-employed,Divorced,No,No,Home,No,1
S0H57I492T,23,136077,186680,624,47,4,17.46,24,0.2,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
SX4P51EPY9,67,93520,238304,494,118,3,11.6,24,0.27,High School,Self-employed,Single,Yes,No,Home,No,1
DRX2MVD8BL,19,48928,142066,651,4,1,16.1,24,0.43,Bachelor's,Part-time,Married,No,No,Auto,Yes,1
JX1VXUPQ0M,22,42874,190405,799,86,3,18.74,12,0.55,Master's,Part-time,Single,No,Yes,Auto,Yes,1
42JQ9EM174,64,26671,135043,322,51,1,13.39,24,0.38,High School,Part-time,Divorced,No,Yes,Education,No,1
ZLQ95IPDO2,66,140376,149960,428,28,1,2.3,60,0.45,PhD,Unemployed,Single,No,No,Business,No,1
JHKKYJ2YWX,65,113621,143771,750,59,2,20.02,24,0.73,PhD,Full-time,Married,No,No,Home,No,1
2KD037PAOZ,61,144794,16515,429,101,4,3.22,36,0.43,High School,Part-time,Divorced,No,No,Other,Yes,1
FRG0J5HRSC,20,20896,63256,802,53,4,18.0,60,0.48,High School,Unemployed,Single,Yes,Yes,Business,No,1
91P99UJ0TJ,57,92096,190519,319,68,3,7.16,60,0.25,PhD,Part-time,Single,No,No,Education,Yes,1
2G962TQG1B,27,114473,198549,593,13,4,9.89,36,0.73,Bachelor's,Full-time,Single,No,Yes,Other,No,1
GXH1RV5I3H,26,96165,23048,462,43,2,14.45,48,0.21,High School,Self-employed,Married,Yes,No,Home,No,1
0I87Q7K4LW,21,118881,27058,587,15,4,8.59,36,0.33,PhD,Part-time,Married,Yes,No,Auto,Yes,1
Y8RUZWT6YR,33,15562,92463,571,6,1,24.3,60,0.35,PhD,Unemployed,Single,No,Yes,Home,No,1
OMCJ6VPLOO,40,15099,165245,528,23,4,5.14,60,0.53,Bachelor's,Unemployed,Married,No,Yes,Home,No,1
EZKLR9Y8AB,33,35355,32621,374,117,2,15.18,60,0.73,Master's,Part-time,Married,No,Yes,Auto,No,1
NJNM9IM45R,26,22443,106106,302,12,1,5.84,24,0.87,Master's,Part-time,Divorced,No,No,Education,No,1
KHBGKO6X7U,58,84255,148760,591,63,3,23.21,48,0.13,Master's,Unemployed,Married,Yes,No,Other,Yes,1
CP8QIA2ASN,22,49364,18505,408,73,4,24.32,60,0.56,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,1
4BTRUUST7G,59,16867,218175,440,78,2,22.76,12,0.42,High School,Full-time,Married,No,No,Business,No,1
N9EAJHTNTO,26,71536,194011,735,79,4,2.19,48,0.47,High School,Part-time,Single,No,No,Home,Yes,1
8DJVZ660YD,25,113861,109387,312,84,1,24.2,36,0.17,Bachelor's,Unemployed,Divorced,No,Yes,Home,Yes,1
E8SNTJI0X4,34,17715,47666,619,70,1,8.43,12,0.71,Master's,Self-employed,Single,No,No,Education,No,1
FJIYF2AQ13,21,143243,116704,484,46,1,12.05,48,0.67,PhD,Unemployed,Divorced,No,No,Business,Yes,1
R5KTUEJ4Q3,41,66891,153615,632,107,2,6.01,24,0.79,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,1
QWVOE3MHYX,42,110212,234797,506,39,4,23.72,24,0.63,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,1
RM86Q1OTM1,24,19683,98546,839,76,1,23.68,24,0.34,Master's,Unemployed,Single,Yes,Yes,Other,Yes,1
6LTWX8C0PI,40,41505,161747,456,0,4,9.28,24,0.38,High School,Unemployed,Single,Yes,Yes,Education,Yes,1
7CBCNMKW1L,47,59268,228499,358,19,2,18.45,48,0.76,Bachelor's,Self-employed,Divorced,Yes,No,Education,No,1
4RUORVXGGP,28,59713,63906,449,29,3,16.6,36,0.31,PhD,Self-employed,Single,Yes,No,Auto,Yes,1
B3I8UIIF7D,35,62760,107371,645,3,3,24.01,24,0.34,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,1
LH0W0XSCEC,35,74647,191906,433,28,4,8.12,12,0.35,Bachelor's,Full-time,Divorced,Yes,No,Education,No,1
MVM0WXJPPD,31,130584,41459,420,23,1,10.03,48,0.89,Master's,Part-time,Single,No,No,Auto,Yes,1
X8W79XQXV7,64,109046,95854,482,13,4,23.7,48,0.68,Bachelor's,Self-employed,Single,No,Yes,Home,No,1
7IGHRTOX48,49,29634,242123,428,31,3,24.72,36,0.48,Bachelor's,Full-time,Divorced,No,No,Other,No,1
P5XTOI1ZCT,52,55180,165797,433,50,1,14.68,48,0.49,PhD,Self-employed,Married,Yes,Yes,Education,No,1
0EBXUDB53V,42,15036,130588,647,113,1,20.39,48,0.35,PhD,Part-time,Divorced,Yes,Yes,Auto,No,1
XFFXAYDKOR,22,83216,189827,440,87,1,15.87,48,0.68,PhD,Part-time,Married,No,No,Education,Yes,1
0LPDD1AKDV,69,73997,228834,401,14,1,21.09,36,0.2,Master's,Part-time,Married,No,Yes,Auto,Yes,1
IG6ENVWUY9,56,17781,98862,559,46,1,2.88,36,0.32,PhD,Full-time,Married,No,No,Business,No,1
NG2FWEU9Y3,25,93725,100565,469,80,2,17.99,60,0.56,High School,Part-time,Married,No,No,Home,No,1
2S226OHFAG,33,100789,167412,741,10,4,23.15,24,0.25,Master's,Self-employed,Single,No,Yes,Other,No,1
RV4XAVTV37,56,118225,48056,326,90,3,10.86,12,0.58,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,1
4DR88C5P0U,50,121000,171720,655,54,2,24.11,12,0.25,PhD,Full-time,Married,Yes,No,Education,No,1
5GEL3VWF1D,21,55509,136427,717,49,3,23.11,60,0.16,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
LAY7JB7P4U,66,34226,143052,555,27,2,13.87,12,0.52,Bachelor's,Full-time,Single,No,Yes,Business,No,1
0JJ1CZ055J,25,43440,92753,573,81,1,14.67,24,0.84,High School,Full-time,Divorced,Yes,No,Home,No,1
99J13XH6C3,37,16883,139890,782,23,1,17.76,12,0.31,Master's,Full-time,Divorced,No,No,Home,Yes,1
DEL5ZXZA17,63,22240,210475,662,12,3,17.0,12,0.47,Master's,Full-time,Single,Yes,No,Other,Yes,1
RYHN5IS0RF,29,102933,222716,426,7,2,17.39,36,0.48,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,1
6JPT32MXLG,58,114231,25821,495,36,3,20.53,12,0.81,Bachelor's,Unemployed,Married,No,Yes,Education,No,1
E4B4K8A9M2,32,108496,30808,358,32,3,24.24,24,0.78,Bachelor's,Part-time,Married,Yes,No,Education,Yes,1
61KHCGBBWT,36,114392,130449,486,59,2,10.58,24,0.68,PhD,Unemployed,Divorced,Yes,Yes,Other,Yes,1
W5FZNXIWA4,40,62087,23169,484,87,4,24.79,60,0.49,PhD,Self-employed,Single,Yes,No,Education,No,1
Z8X46BHCJT,52,64292,133109,698,102,4,12.84,48,0.25,PhD,Self-employed,Divorced,Yes,Yes,Business,No,1
B9JAMZW92J,37,144915,102790,464,13,2,24.42,12,0.21,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
C6QV758336,27,134302,182545,420,45,2,19.53,60,0.81,Master's,Self-employed,Divorced,Yes,No,Business,No,1
G44J664RAJ,28,25004,234369,386,56,4,15.18,36,0.23,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,1
4MZAURQ989,44,23098,66652,597,33,3,22.31,36,0.64,Bachelor's,Self-employed,Married,No,No,Other,No,1
6JAE5ZC0T9,21,139681,121449,363,8,4,24.84,36,0.75,High School,Self-employed,Single,No,Yes,Education,No,1
3F59QF46LS,20,44636,63447,709,61,2,5.32,12,0.64,Master's,Unemployed,Divorced,No,Yes,Business,No,1
346MJ2R9JU,44,31861,153114,620,61,2,20.73,12,0.17,Bachelor's,Unemployed,Single,No,Yes,Education,No,1
KVRRNJXAK1,54,22060,180590,491,9,3,21.93,48,0.67,PhD,Part-time,Married,No,Yes,Business,Yes,1
UBCCHRK818,39,22037,140345,313,40,4,12.28,24,0.88,PhD,Self-employed,Married,Yes,No,Auto,No,1
AN2APAJUD2,51,27760,29440,362,63,4,6.85,48,0.39,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes,1
RL4CEWWTX6,50,50384,38009,743,23,4,24.38,36,0.57,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
ZIMYYI2A4Z,62,121432,62158,533,109,2,23.04,24,0.82,Master's,Self-employed,Single,Yes,Yes,Home,Yes,1
SOC12VRRCH,45,16293,96872,420,90,1,7.78,24,0.54,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1
CW4ES1F5VH,22,39257,10283,642,87,3,13.98,36,0.48,PhD,Part-time,Single,No,No,Education,Yes,1
R950ZIWY62,50,64238,74241,359,118,4,7.55,48,0.44,Bachelor's,Unemployed,Divorced,No,No,Education,No,1
D1KZ5RO6VX,44,18473,241092,589,5,2,3.61,12,0.4,Master's,Unemployed,Divorced,No,No,Business,Yes,1
URMDPQS5ZE,28,89274,140169,791,81,2,19.12,12,0.18,Master's,Part-time,Divorced,No,Yes,Business,No,1
BTDG82ZAKX,26,103429,196908,848,91,4,22.09,48,0.29,Master's,Unemployed,Married,No,No,Home,Yes,1
3Q9V33I86V,32,23934,220544,589,99,3,20.21,24,0.76,High School,Full-time,Single,No,Yes,Auto,No,1
O19JXGR591,44,25886,178379,488,68,3,14.46,60,0.6,Master's,Full-time,Single,Yes,No,Home,Yes,1
ZF2XLAK1ZC,40,50934,55256,364,27,4,23.56,12,0.72,High School,Unemployed,Married,Yes,No,Education,No,1
QSMBZ2UJR1,41,17526,187717,428,2,1,4.45,60,0.22,Bachelor's,Unemployed,Married,No,Yes,Business,Yes,1
